EmployeeID,Age,Gender,Department,EducationLevel,WorkMode,ExperienceYears,MonthlySalarySAR,MonthlyHours,PerformanceScore,JobSatisfaction,Promotion
10328,46.0,Female,HR,Master,Hybrid,17,7828.0,197.0,60,4.0,No
10329,55.0,Female,HR,Diploma,Office,15,13050.0,210.0,74,1.0,No
10330,45.0,Female,Finance,Bachelor,Hybrid,17,20407.0,133.0,84,1.0,Yes
10331,44.0,Male,Sales,Bachelor,Remote,21,11590.0,164.0,84,8.0,No
10332,33.0,Male,Marketing,Bachelor,Hybrid,1,10592.0,207.0,71,7.0,No
10333,27.0,Male,IT,Bachelor,Hybrid,20,8684.0,163.0,86,8.0,No
10334,56.0,Female,Sales,Bachelor,Office,28,14137.0,190.0,71,4.0,No
10335,40.0,Male,Sales,Diploma,Hybrid,25,19307.0,161.0,60,6.0,No
10336,21.0,Male,IT,Bachelor,Hybrid,20,23012.0,169.0,81,3.0,Yes
10337,28.0,Female,Finance,Bachelor,Remote,16,15284.0,166.0,84,8.0,No
10338,,Female,Sales,Master,Office,15,14630.0,196.0,80,4.0,No
10339,34.0,Female,HR,Master,Office,30,11554.0,185.0,94,3.0,No
10340,32.0,Male,IT,Master,Remote,8,12305.0,182.0,57,4.0,No
10341,43.0,Male,Marketing,Bachelor,Hybrid,30,16831.0,243.0,69,6.0,No
10342,35.0,Female,Operations,Bachelor,Office,13,12583.0,223.0,91,7.0,No
10343,48.0,Female,Finance,Master,Office,1,13270.0,130.0,83,7.0,No
10344,54.0,Male,IT,Bachelor,Hybrid,13,13886.0,169.0,53,4.0,No
10345,22.0,Male,Operations,Diploma,Hybrid,32,11341.0,241.0,67,8.0,No
10346,52.0,Female,Operations,Master,Office,34,,166.0,100,7.0,No
10347,43.0,Female,Marketing,Master,Hybrid,19,4913.0,232.0,53,2.0,No
10348,42.0,Male,Sales,Bachelor,Office,1,16470.0,169.0,69,8.0,No
10349,45.0,Female,Marketing,Diploma,Hybrid,18,24583.0,174.0,58,9.0,Yes
10350,,Male,Sales,Bachelor,Hybrid,17,11516.0,202.0,65,5.0,No
10351,42.0,Male,Sales,Master,Remote,15,15682.0,178.0,75,4.0,No
10352,26.0,Male,IT,Master,Hybrid,3,17832.0,192.0,87,4.0,No
10353,35.0,Male,,Bachelor,Remote,11,19761.0,219.0,74,4.0,No
10354,57.0,Female,Finance,Diploma,Hybrid,28,12811.0,199.0,53,6.0,No
10355,53.0,Female,Sales,Master,Office,6,5885.0,184.0,90,4.0,No
10356,28.0,Male,Operations,Bachelor,Office,13,15203.0,222.0,94,7.0,No
10357,25.0,Male,HR,Bachelor,Hybrid,11,14579.0,202.0,90,7.0,Yes
10358,59.0,Male,Finance,PhD,Hybrid,34,12445.0,162.0,87,5.0,Yes
10359,24.0,Male,IT,Diploma,Office,4,13399.0,230.0,68,5.0,No
10360,26.0,Male,Marketing,Bachelor,Hybrid,16,14647.0,196.0,63,10.0,No
10361,52.0,Female,Finance,Diploma,Remote,31,15628.0,175.0,70,,Yes
10362,50.0,Female,Finance,Bachelor,Remote,9,15439.0,129.0,64,7.0,No
10363,55.0,Female,Finance,Master,Remote,16,13020.0,146.0,52,7.0,No
10364,60.0,Female,Finance,Bachelor,Remote,4,15729.0,223.0,86,6.0,No
10365,36.0,Male,HR,PhD,Remote,8,12717.0,223.0,99,7.0,No
10366,33.0,Male,Marketing,Bachelor,Hybrid,32,16889.0,550.0,95,7.0,No
10367,50.0,Male,Marketing,Bachelor,Hybrid,17,11177.0,136.0,65,10.0,Yes
10368,39.0,Male,Marketing,Bachelor,Remote,8,14329.0,153.0,63,2.0,Yes
10369,,Male,Sales,Bachelor,Hybrid,28,6693.0,139.0,58,,No
10370,39.0,Female,Operations,Bachelor,Hybrid,13,12335.0,138.0,96,2.0,No
10371,48.0,Male,Marketing,Diploma,Remote,24,16554.0,231.0,56,10.0,No
10372,46.0,Female,,Bachelor,Hybrid,14,9348.0,231.0,63,7.0,No
10373,57.0,Female,Finance,Bachelor,Hybrid,5,12560.0,152.0,55,10.0,No
10374,46.0,Female,Marketing,Bachelor,Hybrid,28,3177.0,180.0,70,,No
10375,43.0,Female,Marketing,Bachelor,Remote,14,7844.0,148.0,64,7.0,No
10376,29.0,Male,Finance,Bachelor,Hybrid,28,9021.0,180.0,57,5.0,No
10377,32.0,Female,,Diploma,Office,3,14458.0,221.0,83,1.0,Yes
10378,21.0,Female,IT,Bachelor,Office,17,15500.0,207.0,89,2.0,Yes
10379,21.0,Female,IT,Bachelor,Remote,15,13748.0,200.0,50,9.0,No
10380,54.0,Male,Marketing,Bachelor,Office,10,12278.0,175.0,81,8.0,No
10381,52.0,Male,HR,Diploma,Remote,13,12294.0,212.0,98,8.0,No
10382,45.0,Male,Marketing,Master,Office,2,17222.0,196.0,100,10.0,No
10383,,Female,Marketing,Master,Office,17,14958.0,190.0,54,1.0,Yes
10384,21.0,Female,IT,Bachelor,Office,19,12497.0,177.0,79,6.0,No
10385,36.0,Male,Finance,Diploma,Remote,24,,188.0,71,9.0,No
10386,59.0,Female,Marketing,Master,Remote,12,22775.0,187.0,69,8.0,No
10387,25.0,Male,Finance,Bachelor,Hybrid,3,8394.0,166.0,65,3.0,No
10388,42.0,Male,Finance,Master,Remote,13,16351.0,161.0,56,4.0,No
10389,49.0,Female,HR,Master,Office,32,27905.0,155.0,56,3.0,No
10390,23.0,Female,Finance,Master,Office,27,15261.0,157.0,99,6.0,No
10391,32.0,Female,IT,Bachelor,Remote,7,14519.0,175.0,99,9.0,No
10392,46.0,Female,Sales,Diploma,Remote,33,13749.0,171.0,51,8.0,No
10393,36.0,Male,Sales,Bachelor,Remote,4,-26375.0,164.0,96,10.0,No
10394,57.0,Male,Operations,Bachelor,Hybrid,4,17397.0,163.0,63,4.0,Yes
10395,42.0,Male,Marketing,Bachelor,Office,30,8399.0,187.0,80,2.0,No
10396,49.0,Male,IT,Diploma,Hybrid,8,13881.0,214.0,99,8.0,No
10397,34.0,Male,Finance,Diploma,Hybrid,31,3787.0,180.0,90,8.0,No
10398,48.0,Female,Sales,Master,Office,32,,178.0,63,6.0,No
10399,25.0,Male,IT,Bachelor,Office,2,9938.0,157.0,54,8.0,No
10400,50.0,Male,Sales,Master,Remote,29,15526.0,174.0,60,9.0,No
10401,25.0,Male,Finance,Master,Remote,11,6546.0,210.0,89,1.0,No
10402,32.0,Female,Sales,Bachelor,Hybrid,28,11695.0,206.0,54,9.0,No
10403,36.0,F,Marketing,Bachelor,Remote,2,18349.0,204.0,78,2.0,No
10404,46.0,Female,Marketing,Master,Remote,25,10957.0,203.0,60,1.0,No
10405,46.0,Female,Operations,Bachelor,Office,29,5428.0,191.0,54,8.0,Yes
10406,41.0,Male,Operations,Bachelor,Office,8,15159.0,190.0,98,8.0,No
10407,,Male,Sales,Diploma,Remote,25,11361.0,186.0,81,4.0,No
10408,56.0,Female,IT,Bachelor,Office,1,13164.0,170.0,85,8.0,Yes
10409,53.0,Female,Marketing,Bachelor,Remote,2,10716.0,182.0,64,7.0,No
10410,50.0,Male,IT,Bachelor,Office,3,22885.0,185.0,68,2.0,No
10411,57.0,Male,IT,Bachelor,Office,24,6989.0,196.0,71,5.0,No
10412,43.0,Female,Sales,Bachelor,Office,12,26751.0,183.0,83,,Yes
10413,30.0,Female,IT,Bachelor,Office,34,12242.0,233.0,66,4.0,No
10414,25.0,Female,Marketing,Bachelor,Remote,22,14826.0,150.0,61,3.0,Yes
10415,,Female,Finance,Bachelor,Hybrid,8,11413.0,199.0,74,1.0,No
10416,54.0,Male,Operations,Master,Office,1,11225.0,179.0,66,5.0,No
10417,51.0,Male,Finance,Bachelor,Remote,30,10468.0,180.0,59,10.0,No
10418,30.0,Male,IT,Diploma,Remote,1,16706.0,160.0,77,8.0,No
10419,39.0,Female,Finance,Diploma,Office,31,7651.0,205.0,67,9.0,No
10420,52.0,Female,Marketing,Bachelor,Hybrid,17,15638.0,196.0,100,7.0,No
10421,21.0,Male,Marketing,Bachelor,Office,12,,201.0,67,,No
10422,25.0,Male,IT,Master,Remote,4,15231.0,184.0,94,1.0,No
10423,24.0,Male,Sales,Bachelor,Hybrid,9,343277.0,172.0,81,1.0,No
10424,36.0,Male,,Master,Remote,24,8265.0,178.0,63,2.0,No
10425,44.0,Female,Sales,Bachelor,Office,33,17054.0,191.0,65,1.0,No
10426,,Male,Sales,Bachelor,Hybrid,29,14231.0,130.0,99,4.0,No
10427,22.0,Male,HR,Bachelor,Remote,6,21193.0,202.0,67,10.0,No
10428,48.0,Male,IT,Master,Remote,5,10152.0,241.0,65,9.0,Yes
10429,52.0,Male,Operations,Bachelor,Remote,2,,192.0,66,4.0,No
10430,47.0,Male,Marketing,Bachelor,Office,12,3241.0,173.0,56,4.0,No
10431,40.0,Male,Marketing,Bachelor,Hybrid,2,12517.0,176.0,61,7.0,No
10432,44.0,Male,IT,Diploma,Office,25,6356.0,198.0,83,9.0,No
10433,32.0,Female,Operations,Bachelor,Office,23,22330.0,174.0,59,7.0,No
10434,55.0,Female,Marketing,Bachelor,Office,5,12822.0,202.0,54,1.0,No
10435,53.0,Female,IT,Bachelor,Hybrid,11,13227.0,176.0,70,1.0,Yes
10436,53.0,Female,Marketing,Bachelor,Office,1,15995.0,223.0,52,4.0,No
10437,57.0,Male,Sales,Bachelor,Office,10,13978.0,222.0,68,4.0,No
10438,,Female,Finance,Master,Office,33,11328.0,172.0,94,1.0,No
10439,23.0,Female,Finance,Master,Office,25,8345.0,178.0,93,6.0,No
10440,21.0,Male,Marketing,Master,Remote,17,14758.0,179.0,84,10.0,No
10441,53.0,Male,HR,Diploma,Office,20,15705.0,180.0,55,2.0,No
10442,60.0,Female,Operations,Diploma,Remote,21,17129.0,156.0,63,5.0,No
10443,30.0,Female,Operations,Bachelor,Office,29,22607.0,153.0,53,8.0,No
10444,49.0,Male,Operations,Bachelor,Hybrid,29,4218.0,211.0,94,3.0,No
10445,33.0,Female,Sales,Bachelor,Remote,7,13695.0,207.0,100,9.0,No
10446,32.0,Male,Operations,Diploma,Remote,33,19363.0,207.0,67,7.0,No
10447,51.0,Male,Finance,Bachelor,Remote,8,13440.0,178.0,78,9.0,No
10448,,MALE,Sales,Diploma,Remote,19,3478.0,227.0,84,1.0,No
10449,55.0,Male,IT,Master,Hybrid,24,8190.0,179.0,87,5.0,No
10450,43.0,Female,Operations,Bachelor,Office,18,15479.0,202.0,65,3.0,No
10451,37.0,Male,Operations,Bachelor,Remote,4,-29641.0,145.0,69,4.0,No
10452,46.0,Male,IT,Diploma,Hybrid,10,17026.0,174.0,73,4.0,Yes
10453,28.0,Female,Operations,Bachelor,Remote,14,10485.0,176.0,84,7.0,No
10454,49.0,Male,IT,Bachelor,Office,7,15169.0,178.0,93,10.0,No
10455,46.0,Female,Sales,Master,Remote,18,9744.0,147.0,100,8.0,No
10456,30.0,Female,Finance,Master,Hybrid,22,15170.0,198.0,68,10.0,No
10457,,Female,IT,Bachelor,Office,26,14239.0,206.0,53,5.0,No
10458,54.0,Male,HR,Master,Hybrid,31,10306.0,161.0,82,10.0,No
10459,27.0,Female,,PhD,Office,25,21012.0,151.0,51,,No
10460,24.0,Female,Operations,Master,Office,26,6325.0,161.0,62,3.0,No
10461,31.0,Male,Sales,Master,Office,18,13363.0,192.0,94,3.0,No
10462,49.0,Female,,Bachelor,Remote,28,10207.0,165.0,79,3.0,No
10463,,Female,Sales,Bachelor,Hybrid,32,22254.0,177.0,83,4.0,No
10464,45.0,Female,Marketing,Diploma,Hybrid,18,,153.0,79,6.0,Yes
10465,41.0,Female,IT,Diploma,Hybrid,18,11078.0,229.0,100,5.0,No
10466,56.0,Female,Finance,PhD,Office,32,12741.0,182.0,73,8.0,No
10467,30.0,Male,HR,Bachelor,Remote,15,22376.0,209.0,97,5.0,No
10468,57.0,female,Sales,Bachelor,Office,22,9742.0,192.0,93,,Yes
10469,29.0,Female,Operations,Master,Hybrid,6,6060.0,179.0,82,10.0,Yes
10470,,M,Marketing,Master,Remote,25,15310.0,178.0,90,2.0,No
10471,55.0,Male,Operations,PhD,Remote,31,15411.0,162.0,98,5.0,No
10472,55.0,Male,Finance,Bachelor,Remote,11,16997.0,169.0,59,7.0,No
10473,,Female,Marketing,Diploma,Hybrid,7,,155.0,67,2.0,No
10474,38.0,Male,Sales,Bachelor,Remote,4,21968.0,152.0,68,6.0,Yes
10475,59.0,Female,IT,Diploma,Remote,27,6268.0,232.0,56,7.0,No
10476,52.0,Female,Operations,Diploma,Office,4,8587.0,187.0,68,,No
10477,44.0,Male,Finance,Bachelor,Office,25,16980.0,217.0,73,9.0,No
10478,43.0,Male,Sales,Master,Remote,4,9025.0,488.0,64,,No
10479,52.0,Female,Sales,Bachelor,Remote,21,7445.0,149.0,90,10.0,No
10480,57.0,Male,Sales,Bachelor,Office,14,22396.0,156.0,91,1.0,No
10481,32.0,Female,Sales,Bachelor,Office,12,6710.0,169.0,72,8.0,No
10482,33.0,Male,Marketing,Bachelor,Office,27,12419.0,181.0,53,8.0,Yes
10483,43.0,Male,Sales,Diploma,Hybrid,32,13733.0,176.0,87,7.0,No
10484,45.0,Male,Operations,Master,Hybrid,22,19891.0,161.0,53,8.0,No
10485,55.0,Female,Finance,Bachelor,Office,32,5590.0,182.0,54,2.0,No
10486,50.0,Male,Marketing,Master,Remote,17,15870.0,184.0,90,3.0,No
10487,37.0,Female,Sales,Diploma,Office,29,9993.0,198.0,93,9.0,No
10488,40.0,Female,HR,Master,Hybrid,25,16824.0,217.0,72,1.0,No
10489,45.0,Female,HR,Bachelor,Remote,15,9919.0,171.0,89,8.0,No
10490,42.0,Female,Finance,Bachelor,Hybrid,12,21075.0,210.0,86,8.0,No
10491,33.0,Male,IT,Bachelor,Remote,32,9946.0,182.0,60,7.0,No
10492,39.0,Female,IT,Master,Hybrid,25,2921.0,142.0,60,5.0,No
10493,56.0,Female,Marketing,Bachelor,Remote,0,10450.0,225.0,62,4.0,No
10494,32.0,Male,Marketing,Bachelor,Remote,1,12824.0,237.0,63,10.0,Yes
10495,39.0,Female,Marketing,PhD,Remote,5,18871.0,195.0,57,10.0,No
10496,32.0,Male,IT,Master,Remote,23,8337.0,182.0,74,10.0,No
10497,,Female,HR,Bachelor,Hybrid,17,8426.0,173.0,67,10.0,No
10498,27.0,Male,IT,Bachelor,Hybrid,26,18323.0,168.0,100,6.0,No
10499,48.0,Female,Operations,Bachelor,Remote,7,7811.0,210.0,93,1.0,No
10500,34.0,Male,Sales,Bachelor,Remote,27,13195.0,180.0,93,5.0,No
10501,51.0,Female,Marketing,Bachelor,Hybrid,9,13286.0,222.0,67,4.0,No
10502,39.0,Female,HR,Master,Remote,16,14979.0,181.0,59,4.0,No
10503,36.0,Male,Finance,Master,Remote,28,10626.0,170.0,56,7.0,Yes
10504,25.0,Male,,Bachelor,Remote,5,9829.0,165.0,99,9.0,No
10505,55.0,Male,Sales,Bachelor,Office,13,,161.0,93,8.0,No
10506,32.0,Male,HR,Bachelor,Remote,21,9968.0,193.0,63,8.0,No
10507,45.0,Female,IT,PhD,Office,5,7880.0,148.0,64,5.0,No
10508,41.0,Female,IT,PhD,Remote,25,19525.0,160.0,65,6.0,Yes
10509,56.0,Male,,Bachelor,Hybrid,11,16196.0,213.0,51,2.0,No
10510,43.0,Female,Operations,Master,Office,34,21954.0,156.0,79,3.0,No
10511,36.0,Male,IT,Bachelor,Office,13,17528.0,202.0,79,5.0,No
10512,59.0,Male,Finance,Bachelor,Remote,21,8293.0,128.0,67,2.0,No
10513,59.0,Female,Marketing,Diploma,Remote,22,14434.0,216.0,80,3.0,No
10514,34.0,Female,Finance,Bachelor,Office,6,,148.0,93,4.0,No
10515,51.0,Female,Operations,Bachelor,Hybrid,24,6568.0,158.0,97,6.0,Yes
10516,25.0,Female,Sales,Bachelor,Hybrid,12,11988.0,197.0,62,5.0,No
10517,55.0,Female,IT,Bachelor,Remote,20,18417.0,187.0,69,10.0,No
10518,43.0,Female,Operations,Master,Hybrid,9,15237.0,202.0,98,4.0,No
10519,49.0,Female,Operations,Diploma,Hybrid,8,7741.0,148.0,99,2.0,No
10520,31.0,Male,Marketing,Bachelor,Remote,14,11829.0,173.0,84,5.0,No
10521,38.0,Male,IT,Bachelor,Hybrid,1,13357.0,165.0,72,,No
10522,32.0,Male,Marketing,Bachelor,Remote,24,6399.0,152.0,91,,No
10523,29.0,Male,IT,Bachelor,Office,12,17209.0,195.0,82,1.0,No
10524,30.0,Male,Marketing,Bachelor,Remote,33,12971.0,204.0,87,4.0,No
10525,37.0,Female,Finance,Diploma,Office,33,,172.0,84,5.0,Yes
10526,58.0,Male,Sales,Bachelor,Office,34,7488.0,218.0,100,8.0,No
10527,27.0,Male,Sales,Bachelor,Hybrid,2,18953.0,160.0,85,8.0,No
10528,33.0,Male,IT,Diploma,Hybrid,5,,217.0,69,1.0,No
10529,60.0,Male,HR,Bachelor,Hybrid,18,19357.0,194.0,52,,No
10530,29.0,Male,Operations,Bachelor,Remote,2,21075.0,149.0,57,10.0,No
10531,47.0,Male,Operations,Bachelor,Hybrid,17,18601.0,230.0,89,1.0,No
10532,22.0,Male,IT,Master,Office,8,11600.0,169.0,81,1.0,No
10533,25.0,Female,Marketing,Diploma,Hybrid,11,2760.0,210.0,78,2.0,No
10534,49.0,Female,,Diploma,Hybrid,4,15408.0,184.0,56,2.0,No
10535,57.0,Male,Finance,Master,Remote,2,23412.0,189.0,51,9.0,No
10536,58.0,Female,Marketing,Bachelor,Remote,10,13841.0,203.0,70,4.0,No
10537,39.0,Female,Marketing,Bachelor,Office,29,5046.0,201.0,55,3.0,Yes
10538,28.0,Female,IT,Master,Remote,3,10963.0,171.0,77,1.0,No
10539,21.0,Female,IT,Master,Hybrid,4,13173.0,193.0,97,2.0,Yes
10540,42.0,male,Operations,PhD,Remote,0,9059.0,191.0,91,6.0,Yes
10541,37.0,Female,IT,Bachelor,Office,26,2462.0,185.0,85,9.0,No
10542,27.0,Female,IT,Bachelor,Hybrid,27,13560.0,175.0,81,5.0,No
10543,45.0,Female,IT,Bachelor,Office,28,10468.0,185.0,94,4.0,Yes
10544,24.0,Male,,Diploma,Remote,17,21977.0,229.0,91,5.0,No
10545,56.0,Male,Finance,Bachelor,Remote,11,14455.0,173.0,95,9.0,No
10546,26.0,Male,Finance,Bachelor,Office,12,16113.0,210.0,58,7.0,No
10547,51.0,Male,IT,Master,Hybrid,1,13464.0,165.0,60,8.0,No
10548,39.0,MALE,Operations,Bachelor,Remote,15,14422.0,158.0,72,4.0,No
10549,59.0,Male,Finance,Bachelor,Remote,23,6565.0,262.0,99,8.0,No
10550,47.0,Male,Marketing,Bachelor,Hybrid,34,9319.0,194.0,60,,No
10551,30.0,Female,Finance,Diploma,Remote,21,18899.0,194.0,98,5.0,No
10552,46.0,Female,,Diploma,Office,10,14943.0,195.0,51,7.0,No
10553,39.0,Female,Operations,Bachelor,Remote,28,12207.0,215.0,52,6.0,No
10554,59.0,Male,Marketing,Diploma,Remote,34,16188.0,190.0,60,3.0,Yes
10555,23.0,Male,Operations,Bachelor,Hybrid,14,16276.0,200.0,99,5.0,No
10556,33.0,Male,IT,Master,Office,30,22959.0,154.0,84,9.0,No
10557,48.0,Male,Sales,Master,Hybrid,15,14734.0,205.0,64,7.0,Yes
10558,40.0,Male,Finance,Bachelor,Remote,9,9219.0,174.0,92,4.0,No
10559,48.0,Female,,Bachelor,Remote,31,13479.0,197.0,60,7.0,No
10560,28.0,Female,Operations,Master,Hybrid,1,16734.0,137.0,80,5.0,Yes
10561,59.0,Male,Operations,Master,Hybrid,23,18480.0,196.0,77,,Yes
10562,21.0,Male,Operations,Diploma,Hybrid,22,6732.0,124.0,77,6.0,No
10563,23.0,Male,Sales,Bachelor,Office,1,15142.0,173.0,81,7.0,No
10564,33.0,Male,Operations,Bachelor,Remote,30,9962.0,137.0,74,8.0,Yes
10565,48.0,Female,IT,Master,Hybrid,25,11450.0,196.0,69,6.0,No
10566,45.0,Male,Operations,PhD,Remote,28,17806.0,182.0,77,8.0,No
10567,53.0,Male,HR,Diploma,Office,2,17358.0,161.0,74,7.0,No
10568,58.0,Male,Sales,Master,Office,13,10948.0,216.0,60,2.0,No
10569,26.0,Male,HR,Bachelor,Office,24,13290.0,158.0,68,6.0,No
10570,52.0,Female,Operations,PhD,Office,0,11588.0,104.0,77,9.0,No
10571,41.0,Male,IT,Bachelor,Remote,2,27013.0,193.0,50,6.0,No
10572,36.0,Male,Finance,Master,Office,25,15253.0,136.0,54,4.0,No
10573,41.0,Female,Marketing,Diploma,Office,17,10222.0,158.0,59,7.0,No
10574,31.0,Female,Marketing,Bachelor,Hybrid,8,19950.0,167.0,91,3.0,No
10575,57.0,Female,Operations,Diploma,Office,22,20109.0,144.0,95,5.0,No
10576,56.0,Male,IT,PhD,Hybrid,20,22063.0,168.0,83,1.0,Yes
10577,55.0,Male,Sales,Master,Office,0,23396.0,145.0,85,10.0,No
10578,39.0,Female,,Master,Office,20,17185.0,184.0,51,3.0,No
10579,40.0,Female,HR,Master,Hybrid,26,12426.0,149.0,67,8.0,No
10580,38.0,Female,HR,Diploma,Office,5,13088.0,181.0,62,9.0,No
10581,34.0,Female,Sales,Bachelor,Remote,27,12686.0,209.0,100,9.0,Yes
10582,35.0,Female,Marketing,Diploma,Remote,16,12183.0,200.0,54,10.0,No
10583,51.0,Female,,Bachelor,Office,2,19580.0,178.0,69,2.0,No
10584,21.0,Male,Sales,Bachelor,Remote,11,14003.0,155.0,51,4.0,No
10585,23.0,Male,HR,Bachelor,Hybrid,11,18371.0,184.0,60,5.0,No
10586,36.0,Male,Operations,Bachelor,Office,1,17044.0,163.0,79,3.0,No
10587,43.0,Female,Finance,Diploma,Office,21,9056.0,185.0,81,1.0,No
10588,31.0,Female,Sales,Diploma,Hybrid,22,6273.0,137.0,81,6.0,Yes
10589,32.0,Female,Sales,Diploma,Hybrid,29,8435.0,200.0,99,,No
10590,30.0,Female,IT,PhD,Hybrid,4,12080.0,181.0,87,2.0,No
10591,52.0,Female,IT,Master,Office,8,14604.0,235.0,77,9.0,No
10592,36.0,Female,Sales,PhD,Hybrid,20,11083.0,213.0,59,1.0,No
10593,28.0,Male,HR,Bachelor,Hybrid,10,17164.0,194.0,71,9.0,No
10594,58.0,Male,Finance,Bachelor,Remote,4,11625.0,177.0,66,7.0,No
10595,32.0,Female,IT,Master,Remote,34,15156.0,162.0,71,10.0,No
10596,44.0,Male,HR,Bachelor,Office,26,14529.0,204.0,92,2.0,No
10597,48.0,Female,Operations,Bachelor,Remote,1,21805.0,174.0,68,6.0,No
10598,28.0,Male,,Bachelor,Remote,23,9611.0,209.0,66,8.0,No
10599,48.0,Female,HR,Diploma,Hybrid,30,23938.0,190.0,73,2.0,No
10600,56.0,Female,HR,Bachelor,Hybrid,32,11325.0,190.0,85,5.0,No
10601,46.0,Male,Finance,Bachelor,Remote,29,7970.0,195.0,81,6.0,No
10602,28.0,Male,Finance,Bachelor,Remote,27,13024.0,157.0,95,3.0,No
10603,48.0,Female,,Diploma,Remote,30,28581.0,154.0,85,2.0,No
10604,48.0,Female,,Bachelor,Office,10,,154.0,77,6.0,No
10605,57.0,Male,Marketing,Master,Office,22,16713.0,206.0,63,3.0,No
10606,56.0,Male,HR,Diploma,Office,1,17578.0,156.0,85,,No
10607,47.0,Female,Finance,Bachelor,Remote,26,10537.0,159.0,55,1.0,No
10608,37.0,Male,Marketing,Master,Remote,34,15467.0,193.0,58,8.0,Yes
10609,29.0,Female,IT,Diploma,Office,1,14011.0,174.0,70,1.0,No
10610,53.0,Female,IT,Diploma,Office,20,22141.0,171.0,61,5.0,No
10611,40.0,Female,,Bachelor,Remote,4,13511.0,168.0,79,6.0,No
10612,33.0,Female,,Bachelor,Hybrid,20,12298.0,122.0,80,3.0,No
10613,48.0,Male,Sales,Bachelor,Office,28,8758.0,156.0,89,7.0,No
10614,49.0,Male,Marketing,Master,Remote,19,14630.0,210.0,53,2.0,No
10615,33.0,Male,Finance,Diploma,Remote,19,15318.0,167.0,80,7.0,No
10616,55.0,Male,Operations,Bachelor,Hybrid,24,8593.0,132.0,76,2.0,No
10617,26.0,Male,HR,Bachelor,Remote,1,16039.0,155.0,74,5.0,No
10618,38.0,Male,Operations,Diploma,Remote,31,15049.0,189.0,54,7.0,No
10619,25.0,Male,Marketing,Bachelor,Office,25,18561.0,189.0,55,3.0,No
10620,45.0,Female,Finance,Bachelor,Office,5,19456.0,173.0,54,4.0,Yes
10621,22.0,Male,Marketing,Bachelor,Hybrid,2,14424.0,163.0,100,1.0,Yes
10622,30.0,Male,HR,Diploma,Hybrid,32,9336.0,145.0,76,3.0,No
10623,50.0,Female,IT,Bachelor,Remote,0,10262.0,189.0,57,9.0,Yes
10624,25.0,Male,IT,Bachelor,Office,4,21930.0,201.0,58,10.0,No
10625,53.0,Male,Marketing,Master,Hybrid,12,14745.0,212.0,64,5.0,No
10626,21.0,Female,Sales,Diploma,Hybrid,18,21858.0,152.0,85,,No
10627,38.0,Male,Finance,Bachelor,Hybrid,11,16244.0,214.0,90,2.0,No
10628,52.0,Male,Finance,Bachelor,Remote,24,17392.0,179.0,56,3.0,No
10629,,Male,IT,Bachelor,Office,34,18224.0,181.0,81,7.0,Yes
10630,41.0,Female,Operations,Bachelor,Hybrid,11,8496.0,202.0,57,10.0,No
10631,46.0,Male,HR,Bachelor,Office,29,15381.0,166.0,96,4.0,No
10632,45.0,Male,Operations,Master,Hybrid,4,,126.0,100,,No
10633,42.0,Female,Operations,Master,Hybrid,33,-17550.0,198.0,64,7.0,No
10634,47.0,Male,Marketing,Bachelor,Office,21,16881.0,189.0,86,1.0,No
10635,33.0,Female,IT,Bachelor,Office,12,-11836.0,171.0,68,4.0,No
10636,53.0,Female,,Master,Office,2,16517.0,196.0,88,10.0,No
10637,54.0,Male,IT,PhD,Remote,19,7257.0,201.0,55,6.0,Yes
10638,55.0,Female,Marketing,Master,Hybrid,30,19145.0,142.0,68,6.0,Yes
10639,21.0,Female,Sales,Bachelor,Remote,4,11010.0,181.0,77,10.0,No
10640,41.0,Male,Operations,Diploma,Office,23,9378.0,123.0,66,6.0,No
10641,26.0,Female,Marketing,Bachelor,Hybrid,32,7541.0,177.0,91,5.0,No
10642,48.0,Female,Finance,Bachelor,Remote,7,11393.0,171.0,68,3.0,No
10643,37.0,Male,HR,Bachelor,Hybrid,23,5416.0,192.0,80,2.0,No
10644,25.0,Male,Sales,Bachelor,Remote,19,11532.0,153.0,60,3.0,No
10645,51.0,Male,Finance,Master,Office,15,18948.0,169.0,64,9.0,No
10646,25.0,Female,Operations,Bachelor,Remote,11,13151.0,100.0,59,3.0,No
10647,58.0,Male,IT,Master,Hybrid,12,8701.0,194.0,92,3.0,No
10648,23.0,Female,Operations,Bachelor,Hybrid,24,15018.0,178.0,72,1.0,Yes
10649,43.0,Female,Marketing,Bachelor,Hybrid,31,14621.0,182.0,52,2.0,No
10650,57.0,Female,HR,Bachelor,Hybrid,23,22805.0,143.0,52,3.0,Yes
10651,57.0,Female,Marketing,Master,Office,8,17558.0,190.0,67,2.0,No
10652,30.0,Female,Sales,Diploma,Remote,22,15375.0,221.0,74,8.0,No
10653,30.0,Female,Sales,Diploma,Office,12,18073.0,175.0,92,6.0,No
10654,39.0,Female,HR,PhD,Office,31,13395.0,196.0,69,7.0,No
10655,37.0,Male,Finance,Diploma,Office,14,13661.0,158.0,78,1.0,No
10656,41.0,Male,Finance,Bachelor,Hybrid,4,21465.0,178.0,71,6.0,No
10657,34.0,Female,Sales,Bachelor,Hybrid,21,6640.0,142.0,99,2.0,No
10658,29.0,Female,Sales,Bachelor,Hybrid,15,,200.0,64,6.0,No
10659,21.0,Male,IT,Bachelor,Remote,9,13501.0,184.0,88,3.0,Yes
