Age,Gender,Department,EducationLevel,WorkMode,ExperienceYears,MonthlySalarySAR,MonthlyHours,PerformanceScore,JobSatisfaction,Promotion
53.0,Female,Sales,Master,Office,6,5885.0,184.0,90,4.0,No
28.0,Male,Operations,Bachelor,Office,13,15203.0,222.0,94,7.0,No
25.0,Male,HR,Bachelor,Hybrid,11,14579.0,202.0,90,7.0,Yes
59.0,Male,Finance,PhD,Hybrid,34,12445.0,162.0,87,5.0,Yes
24.0,Male,IT,Diploma,Office,4,13399.0,230.0,68,5.0,No
26.0,Male,Marketing,Bachelor,Hybrid,16,14647.0,196.0,63,10.0,No
52.0,Female,Finance,Diploma,Remote,31,15628.0,175.0,70,4.0,Yes
50.0,Female,Finance,Bachelor,Remote,9,15439.0,129.0,64,7.0,No
55.0,Female,Finance,Master,Remote,16,13020.0,146.0,52,7.0,No
60.0,Female,Finance,Bachelor,Remote,4,15729.0,223.0,86,6.0,No
36.0,Male,HR,PhD,Remote,8,12717.0,223.0,99,7.0,No
50.0,Male,Marketing,Bachelor,Hybrid,17,11177.0,136.0,65,10.0,Yes
39.0,Male,Marketing,Bachelor,Remote,8,14329.0,153.0,63,2.0,Yes
40.94125874125874,Male,Sales,Bachelor,Hybrid,28,6693.0,139.0,58,4.0,No
39.0,Female,Operations,Bachelor,Hybrid,13,12335.0,138.0,96,2.0,No
48.0,Male,Marketing,Diploma,Remote,24,16554.0,231.0,56,10.0,No
46.0,Female,Sales,Bachelor,Hybrid,14,9348.0,231.0,63,7.0,No
57.0,Female,Finance,Bachelor,Hybrid,5,12560.0,152.0,55,10.0,No
46.0,Female,Marketing,Bachelor,Hybrid,28,3177.0,180.0,70,4.0,No
43.0,Female,Marketing,Bachelor,Remote,14,7844.0,148.0,64,7.0,No
29.0,Male,Finance,Bachelor,Hybrid,28,9021.0,180.0,57,5.0,No
32.0,Female,Sales,Diploma,Office,3,14458.0,221.0,83,1.0,Yes
21.0,Female,IT,Bachelor,Office,17,15500.0,207.0,89,2.0,Yes
21.0,Female,IT,Bachelor,Remote,15,13748.0,200.0,50,9.0,No
54.0,Male,Marketing,Bachelor,Office,10,12278.0,175.0,81,8.0,No
52.0,Male,HR,Diploma,Remote,13,12294.0,212.0,98,8.0,No
45.0,Male,Marketing,Master,Office,2,17222.0,196.0,100,10.0,No
40.94125874125874,Female,Marketing,Master,Office,17,14958.0,190.0,54,1.0,Yes
21.0,Female,IT,Bachelor,Office,19,12497.0,177.0,79,6.0,No
36.0,Male,Finance,Diploma,Remote,24,15631.141858839972,188.0,71,9.0,No
59.0,Female,Marketing,Master,Remote,12,22775.0,187.0,69,8.0,No
25.0,Male,Finance,Bachelor,Hybrid,3,8394.0,166.0,65,3.0,No
42.0,Male,Finance,Master,Remote,13,16351.0,161.0,56,4.0,No
23.0,Female,Finance,Master,Office,27,15261.0,157.0,99,6.0,No
32.0,Female,IT,Bachelor,Remote,7,14519.0,175.0,99,9.0,No
46.0,Female,Sales,Diploma,Remote,33,13749.0,171.0,51,8.0,No
57.0,Male,Operations,Bachelor,Hybrid,4,17397.0,163.0,63,4.0,Yes
42.0,Male,Marketing,Bachelor,Office,30,8399.0,187.0,80,2.0,No
49.0,Male,IT,Diploma,Hybrid,8,13881.0,214.0,99,8.0,No
34.0,Male,Finance,Diploma,Hybrid,31,3787.0,180.0,90,8.0,No
48.0,Female,Sales,Master,Office,32,15631.141858839972,178.0,63,6.0,No
25.0,Male,IT,Bachelor,Office,2,9938.0,157.0,54,8.0,No
50.0,Male,Sales,Master,Remote,29,15526.0,174.0,60,9.0,No
25.0,Male,Finance,Master,Remote,11,6546.0,210.0,89,1.0,No
32.0,Female,Sales,Bachelor,Hybrid,28,11695.0,206.0,54,9.0,No
36.0,Female,Marketing,Bachelor,Remote,2,18349.0,204.0,78,2.0,No
46.0,Female,Marketing,Master,Remote,25,10957.0,203.0,60,1.0,No
46.0,Female,Operations,Bachelor,Office,29,5428.0,191.0,54,8.0,Yes
41.0,Male,Operations,Bachelor,Office,8,15159.0,190.0,98,8.0,No
40.94125874125874,Male,Sales,Diploma,Remote,25,11361.0,186.0,81,4.0,No
56.0,Female,IT,Bachelor,Office,1,13164.0,170.0,85,8.0,Yes
53.0,Female,Marketing,Bachelor,Remote,2,10716.0,182.0,64,7.0,No
50.0,Male,IT,Bachelor,Office,3,22885.0,185.0,68,2.0,No
57.0,Male,IT,Bachelor,Office,24,6989.0,196.0,71,5.0,No
30.0,Female,IT,Bachelor,Office,34,12242.0,233.0,66,4.0,No
25.0,Female,Marketing,Bachelor,Remote,22,14826.0,150.0,61,3.0,Yes
40.94125874125874,Female,Finance,Bachelor,Hybrid,8,11413.0,199.0,74,1.0,No
54.0,Male,Operations,Master,Office,1,11225.0,179.0,66,5.0,No
51.0,Male,Finance,Bachelor,Remote,30,10468.0,180.0,59,10.0,No
30.0,Male,IT,Diploma,Remote,1,16706.0,160.0,77,8.0,No
39.0,Female,Finance,Diploma,Office,31,7651.0,205.0,67,9.0,No
52.0,Female,Marketing,Bachelor,Hybrid,17,15638.0,196.0,100,7.0,No
21.0,Male,Marketing,Bachelor,Office,12,15631.141858839972,201.0,67,4.0,No
25.0,Male,IT,Master,Remote,4,15231.0,184.0,94,1.0,No
36.0,Male,Sales,Master,Remote,24,8265.0,178.0,63,2.0,No
44.0,Female,Sales,Bachelor,Office,33,17054.0,191.0,65,1.0,No
40.94125874125874,Male,Sales,Bachelor,Hybrid,29,14231.0,130.0,99,4.0,No
22.0,Male,HR,Bachelor,Remote,6,21193.0,202.0,67,10.0,No
48.0,Male,IT,Master,Remote,5,10152.0,241.0,65,9.0,Yes
52.0,Male,Operations,Bachelor,Remote,2,15631.141858839972,192.0,66,4.0,No
47.0,Male,Marketing,Bachelor,Office,12,3241.0,173.0,56,4.0,No
40.0,Male,Marketing,Bachelor,Hybrid,2,12517.0,176.0,61,7.0,No
44.0,Male,IT,Diploma,Office,25,6356.0,198.0,83,9.0,No
32.0,Female,Operations,Bachelor,Office,23,22330.0,174.0,59,7.0,No
55.0,Female,Marketing,Bachelor,Office,5,12822.0,202.0,54,1.0,No
53.0,Female,IT,Bachelor,Hybrid,11,13227.0,176.0,70,1.0,Yes
53.0,Female,Marketing,Bachelor,Office,1,15995.0,223.0,52,4.0,No
57.0,Male,Sales,Bachelor,Office,10,13978.0,222.0,68,4.0,No
40.94125874125874,Female,Finance,Master,Office,33,11328.0,172.0,94,1.0,No
23.0,Female,Finance,Master,Office,25,8345.0,178.0,93,6.0,No
21.0,Male,Marketing,Master,Remote,17,14758.0,179.0,84,10.0,No
53.0,Male,HR,Diploma,Office,20,15705.0,180.0,55,2.0,No
60.0,Female,Operations,Diploma,Remote,21,17129.0,156.0,63,5.0,No
30.0,Female,Operations,Bachelor,Office,29,22607.0,153.0,53,8.0,No
49.0,Male,Operations,Bachelor,Hybrid,29,4218.0,211.0,94,3.0,No
33.0,Female,Sales,Bachelor,Remote,7,13695.0,207.0,100,9.0,No
32.0,Male,Operations,Diploma,Remote,33,19363.0,207.0,67,7.0,No
51.0,Male,Finance,Bachelor,Remote,8,13440.0,178.0,78,9.0,No
40.94125874125874,Male,Sales,Diploma,Remote,19,3478.0,227.0,84,1.0,No
55.0,Male,IT,Master,Hybrid,24,8190.0,179.0,87,5.0,No
43.0,Female,Operations,Bachelor,Office,18,15479.0,202.0,65,3.0,No
46.0,Male,IT,Diploma,Hybrid,10,17026.0,174.0,73,4.0,Yes
28.0,Female,Operations,Bachelor,Remote,14,10485.0,176.0,84,7.0,No
49.0,Male,IT,Bachelor,Office,7,15169.0,178.0,93,10.0,No
46.0,Female,Sales,Master,Remote,18,9744.0,147.0,100,8.0,No
30.0,Female,Finance,Master,Hybrid,22,15170.0,198.0,68,10.0,No
40.94125874125874,Female,IT,Bachelor,Office,26,14239.0,206.0,53,5.0,No
54.0,Male,HR,Master,Hybrid,31,10306.0,161.0,82,10.0,No
27.0,Female,Sales,PhD,Office,25,21012.0,151.0,51,4.0,No
24.0,Female,Operations,Master,Office,26,6325.0,161.0,62,3.0,No
31.0,Male,Sales,Master,Office,18,13363.0,192.0,94,3.0,No
49.0,Female,Sales,Bachelor,Remote,28,10207.0,165.0,79,3.0,No
40.94125874125874,Female,Sales,Bachelor,Hybrid,32,22254.0,177.0,83,4.0,No
45.0,Female,Marketing,Diploma,Hybrid,18,15631.141858839972,153.0,79,6.0,Yes
41.0,Female,IT,Diploma,Hybrid,18,11078.0,229.0,100,5.0,No
56.0,Female,Finance,PhD,Office,32,12741.0,182.0,73,8.0,No
30.0,Male,HR,Bachelor,Remote,15,22376.0,209.0,97,5.0,No
57.0,Female,Sales,Bachelor,Office,22,9742.0,192.0,93,4.0,Yes
29.0,Female,Operations,Master,Hybrid,6,6060.0,179.0,82,10.0,Yes
40.94125874125874,Male,Marketing,Master,Remote,25,15310.0,178.0,90,2.0,No
55.0,Male,Operations,PhD,Remote,31,15411.0,162.0,98,5.0,No
55.0,Male,Finance,Bachelor,Remote,11,16997.0,169.0,59,7.0,No
40.94125874125874,Female,Marketing,Diploma,Hybrid,7,15631.141858839972,155.0,67,2.0,No
38.0,Male,Sales,Bachelor,Remote,4,21968.0,152.0,68,6.0,Yes
59.0,Female,IT,Diploma,Remote,27,6268.0,232.0,56,7.0,No
52.0,Female,Operations,Diploma,Office,4,8587.0,187.0,68,4.0,No
44.0,Male,Finance,Bachelor,Office,25,16980.0,217.0,73,9.0,No
52.0,Female,Sales,Bachelor,Remote,21,7445.0,149.0,90,10.0,No
57.0,Male,Sales,Bachelor,Office,14,22396.0,156.0,91,1.0,No
32.0,Female,Sales,Bachelor,Office,12,6710.0,169.0,72,8.0,No
33.0,Male,Marketing,Bachelor,Office,27,12419.0,181.0,53,8.0,Yes
43.0,Male,Sales,Diploma,Hybrid,32,13733.0,176.0,87,7.0,No
45.0,Male,Operations,Master,Hybrid,22,19891.0,161.0,53,8.0,No
55.0,Female,Finance,Bachelor,Office,32,5590.0,182.0,54,2.0,No
50.0,Male,Marketing,Master,Remote,17,15870.0,184.0,90,3.0,No
37.0,Female,Sales,Diploma,Office,29,9993.0,198.0,93,9.0,No
40.0,Female,HR,Master,Hybrid,25,16824.0,217.0,72,1.0,No
45.0,Female,HR,Bachelor,Remote,15,9919.0,171.0,89,8.0,No
42.0,Female,Finance,Bachelor,Hybrid,12,21075.0,210.0,86,8.0,No
33.0,Male,IT,Bachelor,Remote,32,9946.0,182.0,60,7.0,No
39.0,Female,IT,Master,Hybrid,25,2921.0,142.0,60,5.0,No
56.0,Female,Marketing,Bachelor,Remote,0,10450.0,225.0,62,4.0,No
32.0,Male,Marketing,Bachelor,Remote,1,12824.0,237.0,63,10.0,Yes
39.0,Female,Marketing,PhD,Remote,5,18871.0,195.0,57,10.0,No
32.0,Male,IT,Master,Remote,23,8337.0,182.0,74,10.0,No
40.94125874125874,Female,HR,Bachelor,Hybrid,17,8426.0,173.0,67,10.0,No
27.0,Male,IT,Bachelor,Hybrid,26,18323.0,168.0,100,6.0,No
48.0,Female,Operations,Bachelor,Remote,7,7811.0,210.0,93,1.0,No
34.0,Male,Sales,Bachelor,Remote,27,13195.0,180.0,93,5.0,No
51.0,Female,Marketing,Bachelor,Hybrid,9,13286.0,222.0,67,4.0,No
39.0,Female,HR,Master,Remote,16,14979.0,181.0,59,4.0,No
36.0,Male,Finance,Master,Remote,28,10626.0,170.0,56,7.0,Yes
25.0,Male,Sales,Bachelor,Remote,5,9829.0,165.0,99,9.0,No
55.0,Male,Sales,Bachelor,Office,13,15631.141858839972,161.0,93,8.0,No
32.0,Male,HR,Bachelor,Remote,21,9968.0,193.0,63,8.0,No
45.0,Female,IT,PhD,Office,5,7880.0,148.0,64,5.0,No
41.0,Female,IT,PhD,Remote,25,19525.0,160.0,65,6.0,Yes
56.0,Male,Sales,Bachelor,Hybrid,11,16196.0,213.0,51,2.0,No
43.0,Female,Operations,Master,Office,34,21954.0,156.0,79,3.0,No
36.0,Male,IT,Bachelor,Office,13,17528.0,202.0,79,5.0,No
59.0,Male,Finance,Bachelor,Remote,21,8293.0,128.0,67,2.0,No
59.0,Female,Marketing,Diploma,Remote,22,14434.0,216.0,80,3.0,No
34.0,Female,Finance,Bachelor,Office,6,15631.141858839972,148.0,93,4.0,No
51.0,Female,Operations,Bachelor,Hybrid,24,6568.0,158.0,97,6.0,Yes
25.0,Female,Sales,Bachelor,Hybrid,12,11988.0,197.0,62,5.0,No
55.0,Female,IT,Bachelor,Remote,20,18417.0,187.0,69,10.0,No
43.0,Female,Operations,Master,Hybrid,9,15237.0,202.0,98,4.0,No
49.0,Female,Operations,Diploma,Hybrid,8,7741.0,148.0,99,2.0,No
31.0,Male,Marketing,Bachelor,Remote,14,11829.0,173.0,84,5.0,No
38.0,Male,IT,Bachelor,Hybrid,1,13357.0,165.0,72,4.0,No
32.0,Male,Marketing,Bachelor,Remote,24,6399.0,152.0,91,4.0,No
29.0,Male,IT,Bachelor,Office,12,17209.0,195.0,82,1.0,No
30.0,Male,Marketing,Bachelor,Remote,33,12971.0,204.0,87,4.0,No
37.0,Female,Finance,Diploma,Office,33,15631.141858839972,172.0,84,5.0,Yes
58.0,Male,Sales,Bachelor,Office,34,7488.0,218.0,100,8.0,No
27.0,Male,Sales,Bachelor,Hybrid,2,18953.0,160.0,85,8.0,No
33.0,Male,IT,Diploma,Hybrid,5,15631.141858839972,217.0,69,1.0,No
60.0,Male,HR,Bachelor,Hybrid,18,19357.0,194.0,52,4.0,No
29.0,Male,Operations,Bachelor,Remote,2,21075.0,149.0,57,10.0,No
47.0,Male,Operations,Bachelor,Hybrid,17,18601.0,230.0,89,1.0,No
22.0,Male,IT,Master,Office,8,11600.0,169.0,81,1.0,No
25.0,Female,Marketing,Diploma,Hybrid,11,2760.0,210.0,78,2.0,No
49.0,Female,Sales,Diploma,Hybrid,4,15408.0,184.0,56,2.0,No
57.0,Male,Finance,Master,Remote,2,23412.0,189.0,51,9.0,No
58.0,Female,Marketing,Bachelor,Remote,10,13841.0,203.0,70,4.0,No
39.0,Female,Marketing,Bachelor,Office,29,5046.0,201.0,55,3.0,Yes
28.0,Female,IT,Master,Remote,3,10963.0,171.0,77,1.0,No
21.0,Female,IT,Master,Hybrid,4,13173.0,193.0,97,2.0,Yes
42.0,Male,Operations,PhD,Remote,0,9059.0,191.0,91,6.0,Yes
37.0,Female,IT,Bachelor,Office,26,2462.0,185.0,85,9.0,No
27.0,Female,IT,Bachelor,Hybrid,27,13560.0,175.0,81,5.0,No
45.0,Female,IT,Bachelor,Office,28,10468.0,185.0,94,4.0,Yes
24.0,Male,Sales,Diploma,Remote,17,21977.0,229.0,91,5.0,No
56.0,Male,Finance,Bachelor,Remote,11,14455.0,173.0,95,9.0,No
26.0,Male,Finance,Bachelor,Office,12,16113.0,210.0,58,7.0,No
51.0,Male,IT,Master,Hybrid,1,13464.0,165.0,60,8.0,No
39.0,Male,Operations,Bachelor,Remote,15,14422.0,158.0,72,4.0,No
47.0,Male,Marketing,Bachelor,Hybrid,34,9319.0,194.0,60,4.0,No
30.0,Female,Finance,Diploma,Remote,21,18899.0,194.0,98,5.0,No
46.0,Female,Sales,Diploma,Office,10,14943.0,195.0,51,7.0,No
39.0,Female,Operations,Bachelor,Remote,28,12207.0,215.0,52,6.0,No
59.0,Male,Marketing,Diploma,Remote,34,16188.0,190.0,60,3.0,Yes
23.0,Male,Operations,Bachelor,Hybrid,14,16276.0,200.0,99,5.0,No
33.0,Male,IT,Master,Office,30,22959.0,154.0,84,9.0,No
48.0,Male,Sales,Master,Hybrid,15,14734.0,205.0,64,7.0,Yes
40.0,Male,Finance,Bachelor,Remote,9,9219.0,174.0,92,4.0,No
48.0,Female,Sales,Bachelor,Remote,31,13479.0,197.0,60,7.0,No
28.0,Female,Operations,Master,Hybrid,1,16734.0,137.0,80,5.0,Yes
59.0,Male,Operations,Master,Hybrid,23,18480.0,196.0,77,4.0,Yes
21.0,Male,Operations,Diploma,Hybrid,22,6732.0,124.0,77,6.0,No
23.0,Male,Sales,Bachelor,Office,1,15142.0,173.0,81,7.0,No
33.0,Male,Operations,Bachelor,Remote,30,9962.0,137.0,74,8.0,Yes
48.0,Female,IT,Master,Hybrid,25,11450.0,196.0,69,6.0,No
45.0,Male,Operations,PhD,Remote,28,17806.0,182.0,77,8.0,No
53.0,Male,HR,Diploma,Office,2,17358.0,161.0,74,7.0,No
58.0,Male,Sales,Master,Office,13,10948.0,216.0,60,2.0,No
26.0,Male,HR,Bachelor,Office,24,13290.0,158.0,68,6.0,No
36.0,Male,Finance,Master,Office,25,15253.0,136.0,54,4.0,No
41.0,Female,Marketing,Diploma,Office,17,10222.0,158.0,59,7.0,No
31.0,Female,Marketing,Bachelor,Hybrid,8,19950.0,167.0,91,3.0,No
57.0,Female,Operations,Diploma,Office,22,20109.0,144.0,95,5.0,No
56.0,Male,IT,PhD,Hybrid,20,22063.0,168.0,83,1.0,Yes
55.0,Male,Sales,Master,Office,0,23396.0,145.0,85,10.0,No
39.0,Female,Sales,Master,Office,20,17185.0,184.0,51,3.0,No
40.0,Female,HR,Master,Hybrid,26,12426.0,149.0,67,8.0,No
38.0,Female,HR,Diploma,Office,5,13088.0,181.0,62,9.0,No
34.0,Female,Sales,Bachelor,Remote,27,12686.0,209.0,100,9.0,Yes
35.0,Female,Marketing,Diploma,Remote,16,12183.0,200.0,54,10.0,No
51.0,Female,Sales,Bachelor,Office,2,19580.0,178.0,69,2.0,No
21.0,Male,Sales,Bachelor,Remote,11,14003.0,155.0,51,4.0,No
23.0,Male,HR,Bachelor,Hybrid,11,18371.0,184.0,60,5.0,No
36.0,Male,Operations,Bachelor,Office,1,17044.0,163.0,79,3.0,No
43.0,Female,Finance,Diploma,Office,21,9056.0,185.0,81,1.0,No
31.0,Female,Sales,Diploma,Hybrid,22,6273.0,137.0,81,6.0,Yes
32.0,Female,Sales,Diploma,Hybrid,29,8435.0,200.0,99,4.0,No
30.0,Female,IT,PhD,Hybrid,4,12080.0,181.0,87,2.0,No
52.0,Female,IT,Master,Office,8,14604.0,235.0,77,9.0,No
36.0,Female,Sales,PhD,Hybrid,20,11083.0,213.0,59,1.0,No
28.0,Male,HR,Bachelor,Hybrid,10,17164.0,194.0,71,9.0,No
58.0,Male,Finance,Bachelor,Remote,4,11625.0,177.0,66,7.0,No
32.0,Female,IT,Master,Remote,34,15156.0,162.0,71,10.0,No
44.0,Male,HR,Bachelor,Office,26,14529.0,204.0,92,2.0,No
48.0,Female,Operations,Bachelor,Remote,1,21805.0,174.0,68,6.0,No
28.0,Male,Sales,Bachelor,Remote,23,9611.0,209.0,66,8.0,No
48.0,Female,HR,Diploma,Hybrid,30,23938.0,190.0,73,2.0,No
56.0,Female,HR,Bachelor,Hybrid,32,11325.0,190.0,85,5.0,No
46.0,Male,Finance,Bachelor,Remote,29,7970.0,195.0,81,6.0,No
28.0,Male,Finance,Bachelor,Remote,27,13024.0,157.0,95,3.0,No
48.0,Female,Sales,Bachelor,Office,10,15631.141858839972,154.0,77,6.0,No
57.0,Male,Marketing,Master,Office,22,16713.0,206.0,63,3.0,No
56.0,Male,HR,Diploma,Office,1,17578.0,156.0,85,4.0,No
47.0,Female,Finance,Bachelor,Remote,26,10537.0,159.0,55,1.0,No
37.0,Male,Marketing,Master,Remote,34,15467.0,193.0,58,8.0,Yes
29.0,Female,IT,Diploma,Office,1,14011.0,174.0,70,1.0,No
53.0,Female,IT,Diploma,Office,20,22141.0,171.0,61,5.0,No
40.0,Female,Sales,Bachelor,Remote,4,13511.0,168.0,79,6.0,No
33.0,Female,Sales,Bachelor,Hybrid,20,12298.0,122.0,80,3.0,No
48.0,Male,Sales,Bachelor,Office,28,8758.0,156.0,89,7.0,No
49.0,Male,Marketing,Master,Remote,19,14630.0,210.0,53,2.0,No
33.0,Male,Finance,Diploma,Remote,19,15318.0,167.0,80,7.0,No
55.0,Male,Operations,Bachelor,Hybrid,24,8593.0,132.0,76,2.0,No
26.0,Male,HR,Bachelor,Remote,1,16039.0,155.0,74,5.0,No
38.0,Male,Operations,Diploma,Remote,31,15049.0,189.0,54,7.0,No
25.0,Male,Marketing,Bachelor,Office,25,18561.0,189.0,55,3.0,No
45.0,Female,Finance,Bachelor,Office,5,19456.0,173.0,54,4.0,Yes
22.0,Male,Marketing,Bachelor,Hybrid,2,14424.0,163.0,100,1.0,Yes
30.0,Male,HR,Diploma,Hybrid,32,9336.0,145.0,76,3.0,No
50.0,Female,IT,Bachelor,Remote,0,10262.0,189.0,57,9.0,Yes
25.0,Male,IT,Bachelor,Office,4,21930.0,201.0,58,10.0,No
53.0,Male,Marketing,Master,Hybrid,12,14745.0,212.0,64,5.0,No
21.0,Female,Sales,Diploma,Hybrid,18,21858.0,152.0,85,4.0,No
38.0,Male,Finance,Bachelor,Hybrid,11,16244.0,214.0,90,2.0,No
52.0,Male,Finance,Bachelor,Remote,24,17392.0,179.0,56,3.0,No
40.94125874125874,Male,IT,Bachelor,Office,34,18224.0,181.0,81,7.0,Yes
41.0,Female,Operations,Bachelor,Hybrid,11,8496.0,202.0,57,10.0,No
46.0,Male,HR,Bachelor,Office,29,15381.0,166.0,96,4.0,No
45.0,Male,Operations,Master,Hybrid,4,15631.141858839972,126.0,100,4.0,No
42.0,Female,Operations,Master,Hybrid,33,17550.0,198.0,64,7.0,No
47.0,Male,Marketing,Bachelor,Office,21,16881.0,189.0,86,1.0,No
33.0,Female,IT,Bachelor,Office,12,11836.0,171.0,68,4.0,No
53.0,Female,Sales,Master,Office,2,16517.0,196.0,88,10.0,No
54.0,Male,IT,PhD,Remote,19,7257.0,201.0,55,6.0,Yes
55.0,Female,Marketing,Master,Hybrid,30,19145.0,142.0,68,6.0,Yes
21.0,Female,Sales,Bachelor,Remote,4,11010.0,181.0,77,10.0,No
41.0,Male,Operations,Diploma,Office,23,9378.0,123.0,66,6.0,No
26.0,Female,Marketing,Bachelor,Hybrid,32,7541.0,177.0,91,5.0,No
48.0,Female,Finance,Bachelor,Remote,7,11393.0,171.0,68,3.0,No
37.0,Male,HR,Bachelor,Hybrid,23,5416.0,192.0,80,2.0,No
25.0,Male,Sales,Bachelor,Remote,19,11532.0,153.0,60,3.0,No
51.0,Male,Finance,Master,Office,15,18948.0,169.0,64,9.0,No
58.0,Male,IT,Master,Hybrid,12,8701.0,194.0,92,3.0,No
23.0,Female,Operations,Bachelor,Hybrid,24,15018.0,178.0,72,1.0,Yes
43.0,Female,Marketing,Bachelor,Hybrid,31,14621.0,182.0,52,2.0,No
57.0,Female,HR,Bachelor,Hybrid,23,22805.0,143.0,52,3.0,Yes
57.0,Female,Marketing,Master,Office,8,17558.0,190.0,67,2.0,No
30.0,Female,Sales,Diploma,Remote,22,15375.0,221.0,74,8.0,No
30.0,Female,Sales,Diploma,Office,12,18073.0,175.0,92,6.0,No
39.0,Female,HR,PhD,Office,31,13395.0,196.0,69,7.0,No
37.0,Male,Finance,Diploma,Office,14,13661.0,158.0,78,1.0,No
41.0,Male,Finance,Bachelor,Hybrid,4,21465.0,178.0,71,6.0,No
34.0,Female,Sales,Bachelor,Hybrid,21,6640.0,142.0,99,2.0,No
29.0,Female,Sales,Bachelor,Hybrid,15,15631.141858839972,200.0,64,6.0,No
21.0,Male,IT,Bachelor,Remote,9,13501.0,184.0,88,3.0,Yes
33.0,Female,Finance,Bachelor,Hybrid,23,12688.0,150.0,59,7.0,No
24.0,Male,HR,Bachelor,Remote,17,11512.0,160.0,70,3.0,No
21.0,Male,Finance,Bachelor,Hybrid,17,14692.0,182.0,78,9.0,No
40.94125874125874,Male,IT,Bachelor,Hybrid,6,13804.0,203.0,81,3.0,No
52.0,Female,Marketing,Diploma,Office,3,12134.0,217.0,59,7.0,Yes
54.0,Female,Sales,Bachelor,Office,25,10838.0,177.0,62,4.0,No
48.0,Male,Sales,Diploma,Office,4,5426.0,146.0,96,8.0,No
40.94125874125874,Male,IT,Bachelor,Remote,15,10743.0,186.0,72,2.0,No
28.0,Male,HR,Bachelor,Remote,34,11695.0,225.0,99,8.0,No
59.0,Male,Sales,Diploma,Hybrid,25,14681.0,139.0,72,4.0,No
46.0,Male,Operations,Master,Remote,17,22834.0,156.0,80,8.0,No
54.0,Female,Sales,Bachelor,Hybrid,28,11228.0,195.0,53,6.0,Yes
23.0,Male,Operations,Master,Remote,22,9393.0,184.0,98,10.0,Yes
32.0,Female,IT,PhD,Remote,13,10785.0,166.0,52,1.0,No
21.0,Male,IT,Bachelor,Remote,14,14690.0,186.0,70,7.0,No
40.94125874125874,Female,Sales,Diploma,Office,32,16649.0,204.0,51,4.0,No
50.0,Female,Finance,Bachelor,Remote,24,17278.0,178.0,53,7.0,No
50.0,Female,Operations,Master,Office,20,17725.0,175.0,50,2.0,No
37.0,Female,HR,Bachelor,Office,16,18362.0,195.0,64,8.0,No
43.0,Female,Sales,Diploma,Remote,22,12745.0,173.0,82,2.0,Yes
35.0,Female,HR,Bachelor,Hybrid,16,23239.0,209.0,55,3.0,No
57.0,Male,Sales,Master,Hybrid,13,12404.0,231.0,56,3.0,No
41.0,Female,Sales,Master,Hybrid,28,15631.141858839972,158.0,68,1.0,No
40.94125874125874,Female,Sales,Bachelor,Hybrid,29,16549.0,189.0,50,5.0,No
31.0,Female,Marketing,Bachelor,Office,18,3916.0,148.0,88,10.0,No
59.0,Male,Finance,Bachelor,Hybrid,12,14025.0,147.0,68,5.0,No
58.0,Female,IT,Master,Remote,17,17879.0,129.0,94,9.0,No
54.0,Male,IT,Bachelor,Hybrid,22,7954.0,170.0,75,6.0,No
58.0,Male,Marketing,Bachelor,Office,32,17378.0,179.0,93,4.0,No
54.0,Male,Operations,Diploma,Remote,17,15756.0,167.0,61,3.0,No
38.0,Male,HR,Master,Hybrid,8,19328.0,215.0,71,4.0,No
50.0,Female,Sales,Master,Remote,32,10886.0,213.0,62,10.0,No
35.0,Female,Sales,Bachelor,Remote,31,15631.141858839972,228.0,77,7.0,Yes
47.0,Male,Marketing,Master,Remote,16,14718.0,181.0,63,3.0,No
54.0,Female,Sales,Diploma,Hybrid,18,21947.0,210.0,71,2.0,Yes
53.0,Male,IT,Bachelor,Hybrid,5,20922.0,185.0,93,3.0,No
44.0,Female,Operations,Diploma,Office,34,16162.0,168.0,69,5.0,No
35.0,Male,HR,Bachelor,Hybrid,33,24445.0,123.0,93,4.0,No
50.0,Male,Operations,Master,Office,19,15631.141858839972,196.0,76,10.0,No
37.0,Female,Marketing,Diploma,Hybrid,24,9914.0,209.0,87,1.0,No
25.0,Female,Finance,Bachelor,Remote,3,13823.0,142.0,91,4.0,No
49.0,Female,Finance,Bachelor,Hybrid,9,17428.0,180.0,90,10.0,No
24.0,Male,Finance,Bachelor,Remote,9,7551.0,205.0,83,5.0,No
30.0,Male,Operations,Master,Office,23,8936.0,171.0,88,2.0,No
24.0,Female,Sales,Bachelor,Hybrid,20,9079.0,210.0,90,2.0,No
30.0,Female,HR,Bachelor,Remote,10,12464.0,176.0,93,1.0,No
37.0,Female,Finance,Master,Office,26,16405.0,167.0,86,8.0,No
40.0,Female,Marketing,Diploma,Office,15,16982.0,211.0,50,4.0,No
44.0,Male,Marketing,Bachelor,Hybrid,25,14636.0,157.0,64,3.0,No
25.0,Female,Finance,Bachelor,Office,29,10245.0,162.0,81,2.0,No
26.0,Male,HR,PhD,Office,6,9176.0,151.0,82,1.0,No
22.0,Female,Finance,Master,Office,15,15631.141858839972,184.0,67,3.0,No
33.0,Female,HR,Bachelor,Remote,34,17325.0,167.0,94,5.0,No
31.0,Female,Marketing,Master,Office,15,19761.0,192.0,78,10.0,No
43.0,Male,Finance,Diploma,Office,11,12000.0,137.0,81,1.0,Yes
30.0,Female,Operations,Diploma,Office,34,13358.0,152.0,82,4.0,No
